n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,l
14.0,1.0,2.0,2.0,25.0,0.0,1.0,0.04,0.0,1.0,1.0,3.0,1.0,0.0,21.0,0.0,0.0,0.0,56.14,9.0,4547.07,0.17,104.0,0.11,252.62,505.23,1.0,0.0,0.0,4.0,0.02,40.0,64.0,20.0,9.0,64.0,56.25,23.0,-1.0
8.0,41.0,4.0,2.0,9.0,66.0,21.0,0.33,26.0,14.0,0.67,70.0,1.0,0.0,61.0,0.0,21.0,1.0,69.03,20.28,28393.27,0.47,258.0,0.05,1577.4,1399.98,0.05,20.0,33.0,51.0,0.26,118.0,140.0,32.0,11.0,82.0,15.28,63.0,-1.0
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,6.0,1.0,0.0,11.0,0.0,2.0,1.0,16.0,9.0,1296.0,0.05,36.0,0.11,72.0,144.0,0.5,1.0,2.0,6.0,0.15,14.0,22.0,7.0,9.0,13.0,0.0,11.0,-1.0
2.0,13.0,0.0,1.0,7.0,14.0,7.0,0.41,2.0,1.0,0.14,16.0,7.0,1.0,16.0,0.0,5.0,0.71,25.27,9.0,2046.88,0.08,51.0,0.11,113.72,227.43,1.0,6.0,7.0,11.0,0.25,18.0,33.0,11.0,11.0,28.0,33.33,17.0,-1.0
3.0,5.0,2.0,0.0,3.0,6.0,3.0,0.25,2.0,1.0,0.33,10.0,3.0,1.0,12.0,0.0,3.0,1.0,20.14,10.5,2220.96,0.07,45.0,0.1,123.39,211.52,1.0,2.0,3.0,9.0,0.14,21.0,24.0,13.0,13.0,21.0,20.0,12.0,-1.0
20.0,1.0,3.0,1.0,19.0,0.0,1.0,0.01,0.0,1.0,1.0,22.0,1.0,0.0,98.0,0.0,0.0,0.0,101.59,14.92,22624.34,0.51,298.0,0.07,1256.91,1516.06,1.0,0.0,0.0,23.0,0.01,97.0,201.0,26.0,8.0,140.0,16.95,99.0,-1.0
80.0,45.0,17.0,11.0,102.0,74.0,23.0,0.02,30.0,15.0,0.65,285.0,12.0,0.5,1200.0,0.0,7.0,0.3,514.4,76.12,2980261.45,13.05,5049.0,0.01,165570.1,39154.43,0.52,22.0,37.0,264.0,0.02,1782.0,3267.0,199.0,17.0,1395.0,8.61,1211.0,-1.0
0.0,5.0,1.0,11.0,0.0,14.0,3.0,0.1,4.0,2.0,0.67,10.0,1.0,0.0,18.0,0.0,3.0,1.0,22.22,13.0,3755.08,0.1,63.0,0.08,208.62,288.85,0.33,5.0,7.0,9.0,0.08,26.0,37.0,12.0,12.0,36.0,37.93,29.0,-1.0
57.0,5.0,8.0,1.0,59.0,8.0,3.0,0.01,4.0,3.0,1.0,63.0,1.0,0.0,263.0,0.0,3.0,1.0,246.14,28.65,202038.95,2.35,1081.0,0.03,11224.39,7051.97,0.33,2.0,4.0,62.0,0.01,382.0,699.0,80.0,12.0,382.0,18.58,264.0,-1.0
3.0,5.0,0.0,0.0,9.0,8.0,3.0,0.19,4.0,1.0,0.33,10.0,1.0,0.0,16.0,0.0,3.0,1.0,30.86,6.22,1194.67,0.06,48.0,0.16,66.37,192.0,0.33,2.0,4.0,9.0,0.09,16.0,32.0,9.0,7.0,35.0,36.0,16.0,-1.0
6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.05,0.0,1.0,1.0,2.0,1.0,0.0,18.0,0.0,1.0,1.0,13.94,27.75,10733.21,0.13,99.0,0.04,596.29,386.78,1.0,0.0,0.0,3.0,0.04,37.0,62.0,6.0,9.0,27.0,5.26,19.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,7.74,1.5,17.41,0.0,5.0,0.67,0.97,11.61,1.0,0.0,0.0,2.0,0.25,2.0,3.0,2.0,3.0,4.0,0.0,2.0,-1.0
1.0,3.0,2.0,1.0,0.0,4.0,2.0,0.18,2.0,2.0,1.0,6.0,1.0,0.0,10.0,0.0,2.0,1.0,24.53,6.8,1134.22,0.06,40.0,0.15,63.01,166.8,0.5,1.0,2.0,6.0,0.12,17.0,23.0,10.0,8.0,17.0,9.09,11.0,-1.0
0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.08,0.0,1.0,1.0,2.0,1.0,0.0,12.0,0.0,0.0,0.0,55.45,3.54,694.24,0.07,48.0,0.28,38.57,196.2,1.0,0.0,0.0,3.0,0.07,23.0,25.0,13.0,4.0,15.0,7.69,13.0,-1.0
0.0,3.0,0.0,1.0,0.0,4.0,2.0,0.22,2.0,1.0,0.5,6.0,1.0,0.0,8.0,0.0,2.0,1.0,7.3,5.0,182.48,0.01,13.0,0.2,10.14,36.5,0.5,1.0,2.0,6.0,0.18,4.0,9.0,2.0,5.0,11.0,11.11,9.0,-1.0
4.0,5.0,3.0,0.0,6.0,8.0,3.0,0.09,4.0,3.0,1.0,11.0,1.0,0.0,32.0,0.0,3.0,1.0,31.44,14.77,6858.62,0.15,100.0,0.07,381.03,464.39,0.33,2.0,4.0,10.0,0.07,32.0,68.0,13.0,12.0,44.0,15.79,32.0,-1.0
2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.14,0.0,1.0,1.0,2.0,1.0,0.0,6.0,0.0,1.0,1.0,19.86,6.5,838.88,0.04,36.0,0.15,46.6,129.06,1.0,0.0,0.0,3.0,0.09,13.0,23.0,6.0,6.0,11.0,14.29,7.0,-1.0
3.0,25.0,0.0,18.0,9.0,40.0,13.0,0.19,16.0,1.0,0.08,43.0,9.0,0.67,50.0,0.0,12.0,0.92,22.12,57.0,71859.2,0.42,242.0,0.02,3992.18,1260.69,0.69,12.0,20.0,32.0,0.15,108.0,134.0,18.0,19.0,86.0,35.06,68.0,-1.0
17.0,1.0,2.0,2.0,25.0,0.0,1.0,0.05,0.0,1.0,1.0,3.0,1.0,0.0,19.0,0.0,0.0,0.0,60.37,9.43,5366.74,0.19,116.0,0.11,298.15,569.2,1.0,0.0,0.0,4.0,0.02,44.0,72.0,21.0,9.0,65.0,58.7,21.0,-1.0
12.0,9.0,8.0,2.0,10.0,16.0,5.0,0.09,8.0,5.0,1.0,35.0,1.0,0.0,56.0,0.0,0.0,0.0,52.3,34.8,63339.46,0.61,342.0,0.03,3518.86,1820.1,0.2,4.0,8.0,32.0,0.06,116.0,226.0,25.0,15.0,82.0,17.65,58.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,13.0,3.0,117.0,0.01,13.0,0.33,6.5,39.0,1.0,0.0,0.0,2.0,0.2,6.0,7.0,4.0,4.0,5.0,0.0,3.0,-1.0
3.0,5.0,3.0,0.0,2.0,8.0,3.0,0.27,4.0,3.0,1.0,10.0,1.0,0.0,11.0,0.0,3.0,1.0,26.41,5.73,866.35,0.05,35.0,0.17,48.13,151.27,0.33,2.0,4.0,9.0,0.17,14.0,21.0,11.0,9.0,18.0,15.38,11.0,-1.0
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1,0.0,1.0,1.0,2.0,1.0,0.0,10.0,0.0,0.0,0.0,2.22,4.5,45.0,0.0,10.0,0.22,2.5,10.0,1.0,0.0,0.0,3.0,0.08,9.0,1.0,1.0,1.0,13.0,0.0,10.0,-1.0
3.0,5.0,2.0,0.0,2.0,8.0,3.0,0.13,4.0,3.0,1.0,10.0,1.0,0.0,24.0,0.0,3.0,1.0,23.71,13.54,4345.13,0.11,70.0,0.07,241.4,320.95,0.33,2.0,4.0,9.0,0.1,32.0,38.0,13.0,11.0,31.0,7.69,24.0,-1.0
5.0,3.0,0.0,0.0,0.0,4.0,2.0,0.18,2.0,1.0,0.5,6.0,1.0,0.0,11.0,0.0,0.0,0.0,15.84,18.0,5133.65,0.1,73.0,0.06,285.2,285.2,0.5,1.0,2.0,6.0,0.11,24.0,49.0,6.0,9.0,18.0,0.0,11.0,-1.0
5.0,11.0,4.0,0.0,4.0,22.0,6.0,0.24,10.0,5.0,0.83,24.0,1.0,0.0,25.0,0.0,5.0,0.83,35.31,13.0,5967.52,0.15,91.0,0.08,331.53,459.04,0.17,6.0,11.0,20.0,0.17,40.0,51.0,20.0,13.0,36.0,13.79,25.0,-1.0
7.0,27.0,5.0,5.0,15.0,42.0,14.0,0.27,16.0,9.0,0.64,45.0,9.0,0.62,46.0,0.0,14.0,1.0,56.16,9.0,4548.69,0.17,103.0,0.11,252.7,505.41,0.64,13.0,21.0,33.0,0.19,42.0,61.0,21.0,9.0,75.0,30.3,51.0,-1.0
1.0,15.0,0.0,1.0,24.0,28.0,8.0,0.18,14.0,1.0,0.13,30.0,1.0,0.0,43.0,0.0,8.0,1.0,61.35,11.82,8568.18,0.24,145.0,0.08,476.01,725.0,0.13,7.0,14.0,24.0,0.11,52.0,93.0,22.0,10.0,74.0,36.76,44.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,13.95,2.5,87.17,0.01,11.0,0.4,4.84,34.87,1.0,0.0,0.0,3.0,0.13,4.0,7.0,4.0,5.0,8.0,0.0,3.0,-1.0
2.0,3.0,0.0,0.0,1.0,4.0,2.0,0.25,2.0,1.0,0.5,5.0,1.0,0.0,8.0,0.0,2.0,1.0,16.92,4.5,342.66,0.03,20.0,0.22,19.04,76.15,0.5,1.0,2.0,5.0,0.14,9.0,11.0,7.0,7.0,14.0,11.11,8.0,-1.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.01,0.0,1.0,0.0,1.0,67.0,0.0,1.0,-1.0
389.0,41.0,17.0,19.0,399.0,80.0,21.0,0.01,40.0,21.0,1.0,449.0,1.0,0.0,1655.0,0.0,21.0,1.0,1448.0,52.12,3934078.79,25.16,8859.0,0.02,218559.92,75475.46,0.05,20.0,40.0,430.0,0.01,3084.0,5775.0,355.0,12.0,2464.0,20.16,1674.0,-1.0
3.0,7.0,3.0,0.0,2.0,12.0,4.0,0.2,6.0,4.0,1.0,15.0,1.0,0.0,20.0,0.0,4.0,1.0,31.8,8.68,2394.74,0.09,61.0,0.12,133.04,275.94,0.25,3.0,6.0,13.0,0.15,27.0,34.0,14.0,9.0,27.0,9.09,20.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,1.0,1.0,20.97,3.0,188.72,0.02,17.0,0.33,10.48,62.91,1.0,0.0,0.0,3.0,0.13,7.0,10.0,7.0,6.0,8.0,0.0,2.0,-1.0
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,4.0,0.2,2.0,5.0,2.0,4.0,5.0,0.0,2.0,-1.0
5.0,9.0,3.0,1.0,1.0,10.0,5.0,0.21,4.0,4.0,0.8,17.0,4.0,0.75,23.0,0.0,5.0,1.0,22.79,15.94,5788.44,0.12,72.0,0.06,321.58,363.2,0.8,3.0,5.0,14.0,0.16,30.0,42.0,16.0,17.0,32.0,8.0,24.0,-1.0
25.0,11.0,3.0,0.0,0.0,20.0,6.0,0.29,10.0,2.0,0.33,25.0,1.0,0.0,21.0,0.0,3.0,0.5,32.63,16.76,9168.64,0.18,105.0,0.06,509.37,546.99,0.17,5.0,10.0,21.0,0.12,44.0,61.0,21.0,16.0,49.0,0.0,21.0,-1.0
1.0,3.0,2.0,1.0,0.0,4.0,2.0,0.33,2.0,2.0,1.0,6.0,1.0,0.0,5.0,0.0,2.0,1.0,10.3,4.0,164.84,0.01,13.0,0.25,9.16,41.21,0.5,1.0,2.0,6.0,0.22,4.0,9.0,3.0,6.0,9.0,16.67,6.0,-1.0
2.0,15.0,0.0,2.0,2.0,24.0,8.0,0.35,10.0,1.0,0.13,27.0,6.0,0.71,21.0,0.0,6.0,0.75,15.56,19.2,5736.61,0.1,67.0,0.05,318.7,298.78,0.75,7.0,12.0,21.0,0.28,32.0,35.0,10.0,12.0,29.0,16.0,23.0,-1.0
2.0,18.0,6.0,15.0,0.0,24.0,11.0,0.18,12.0,7.0,0.64,37.0,1.0,0.0,47.0,0.0,11.0,1.0,33.7,20.6,14305.96,0.23,125.0,0.05,794.78,694.32,0.09,6.0,12.0,28.0,0.17,43.0,82.0,24.0,23.0,66.0,24.19,62.0,-1.0
0.0,3.0,3.0,2.0,0.0,4.0,2.0,0.15,2.0,2.0,1.0,8.0,1.0,0.0,11.0,0.0,2.0,1.0,23.6,8.1,1548.37,0.06,45.0,0.12,86.02,191.16,0.5,1.0,2.0,8.0,0.13,18.0,27.0,10.0,9.0,16.0,15.38,13.0,-1.0
2.0,5.0,0.0,7.0,2.0,8.0,3.0,0.19,4.0,1.0,0.33,11.0,1.0,0.0,9.0,0.0,1.0,0.33,34.9,19.2,12864.0,0.22,134.0,0.05,714.67,670.0,0.33,2.0,4.0,10.0,0.13,64.0,70.0,20.0,12.0,23.0,50.0,16.0,-1.0
2.0,5.0,2.0,0.0,4.0,8.0,3.0,0.27,4.0,2.0,0.67,10.0,1.0,0.0,11.0,0.0,2.0,0.67,19.59,6.6,853.54,0.04,29.0,0.15,47.42,129.32,0.33,2.0,4.0,9.0,0.16,11.0,18.0,10.0,12.0,19.0,26.67,11.0,-1.0
4.0,7.0,3.0,0.0,3.0,10.0,4.0,0.29,4.0,2.0,0.5,14.0,3.0,0.67,14.0,1.0,4.0,1.0,15.01,12.0,2161.02,0.06,41.0,0.08,120.06,180.09,0.75,3.0,5.0,12.0,0.17,18.0,23.0,9.0,12.0,23.0,17.65,14.0,-1.0
6.0,70.0,6.0,3.0,77.0,48.0,57.0,0.16,24.0,53.0,0.93,147.0,1.0,0.0,360.0,0.0,53.0,0.93,57.65,113.07,737097.31,2.17,903.0,0.01,40949.85,6518.91,0.02,12.0,24.0,92.0,0.13,365.0,538.0,92.0,57.0,449.0,18.18,363.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,6.0,1.0,1.0,20.97,3.0,188.72,0.02,17.0,0.33,10.48,62.91,1.0,0.0,0.0,3.0,0.17,7.0,10.0,7.0,6.0,6.0,0.0,2.0,-1.0
0.0,28.0,4.0,0.0,4.0,8.0,25.0,0.19,4.0,25.0,1.0,58.0,1.0,0.0,134.0,0.0,25.0,1.0,48.93,61.81,186927.79,1.01,467.0,0.02,10384.88,3024.17,0.04,2.0,4.0,35.0,0.18,182.0,285.0,53.0,36.0,140.0,2.9,134.0,-1.0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11,0.0,1.0,1.0,2.0,1.0,0.0,9.0,0.0,0.0,0.0,7.4,1.5,16.64,0.0,7.0,0.67,0.92,11.09,1.0,0.0,0.0,3.0,0.1,6.0,1.0,2.0,1.0,10.0,0.0,9.0,-1.0
9.0,23.0,8.0,1.0,0.0,42.0,12.0,0.16,20.0,7.0,0.58,48.0,1.0,0.0,72.0,0.0,9.0,0.75,47.74,31.17,46373.73,0.5,254.0,0.03,2576.32,1487.93,0.08,11.0,21.0,38.0,0.14,102.0,152.0,36.0,22.0,88.0,1.37,73.0,-1.0
2.0,5.0,2.0,0.0,3.0,8.0,3.0,0.12,4.0,3.0,1.0,11.0,1.0,0.0,26.0,0.0,3.0,1.0,37.91,14.32,7772.51,0.18,105.0,0.07,431.81,542.84,0.33,2.0,4.0,10.0,0.08,45.0,60.0,22.0,14.0,37.0,10.34,26.0,-1.0
6.0,11.0,3.0,3.0,6.0,20.0,6.0,0.21,10.0,3.0,0.5,22.0,1.0,0.0,26.0,0.0,2.0,0.33,16.05,16.9,4586.89,0.09,60.0,0.06,254.83,271.41,0.17,5.0,10.0,18.0,0.14,26.0,34.0,10.0,13.0,44.0,25.71,29.0,-1.0
7.0,21.0,2.0,0.0,17.0,26.0,11.0,0.23,10.0,1.0,0.09,37.0,9.0,0.8,48.0,0.0,2.0,0.18,22.48,35.81,28825.19,0.27,161.0,0.03,1601.4,805.0,0.82,8.0,13.0,28.0,0.15,49.0,112.0,13.0,19.0,74.0,26.15,48.0,-1.0
0.0,1.0,0.0,14.0,0.0,0.0,1.0,0.06,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.06,0.0,0.0,0.0,0.0,18.0,87.5,16.0,-1.0
3.0,7.0,1.0,0.0,3.0,10.0,4.0,0.29,4.0,1.0,0.25,13.0,4.0,1.0,14.0,0.0,2.0,0.5,18.46,12.5,2884.41,0.08,48.0,0.08,160.25,230.75,1.0,3.0,5.0,11.0,0.17,25.0,23.0,14.0,14.0,23.0,17.65,14.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,1.0,1.0,1.0,1.0,0.0,12.0,0.0,1.0,1.0,13.2,1.67,36.67,0.01,11.0,0.6,2.04,22.0,1.0,0.0,0.0,2.0,0.08,10.0,1.0,3.0,1.0,13.0,0.0,12.0,-1.0
4.0,3.0,3.0,0.0,2.0,4.0,2.0,0.25,2.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,2.0,1.0,26.05,4.55,539.34,0.04,29.0,0.22,29.96,118.54,0.5,1.0,2.0,7.0,0.13,13.0,16.0,10.0,7.0,16.0,20.0,8.0,-1.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,11.61,1.0,0.0,0.0,2.0,0.25,0.0,5.0,0.0,5.0,4.0,0.0,2.0,-1.0
17.0,9.0,19.0,1.0,27.0,14.0,5.0,0.13,6.0,4.0,0.8,40.0,1.0,0.0,39.0,0.0,1.0,0.2,77.85,17.63,24182.87,0.46,227.0,0.06,1343.49,1372.08,0.2,4.0,7.0,37.0,0.06,94.0,133.0,48.0,18.0,86.0,41.79,40.0,-1.0
2.0,21.0,3.0,2.0,4.0,28.0,11.0,0.33,8.0,7.0,0.64,36.0,9.0,0.8,31.0,0.0,7.0,0.64,22.26,23.57,12367.03,0.17,108.0,0.04,687.06,524.66,0.82,10.0,16.0,27.0,0.27,44.0,64.0,14.0,15.0,41.0,16.21,33.0,-1.0
0.0,3.0,1.0,0.0,5.0,4.0,2.0,0.4,2.0,2.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,0.5,1.0,2.0,5.0,0.17,2.0,5.0,2.0,4.0,12.0,50.0,5.0,-1.0
1.0,66.0,5.0,0.0,65.0,0.0,65.0,0.13,0.0,65.0,1.0,236.0,1.0,0.0,485.0,0.0,65.0,1.0,48.35,256.95,3192281.43,4.14,1671.0,0.0,177348.99,12423.26,0.02,0.0,0.0,173.0,0.12,704.0,967.0,100.0,73.0,553.0,11.82,485.0,-1.0
3.0,5.0,0.0,0.0,5.0,8.0,3.0,0.43,4.0,1.0,0.33,9.0,1.0,0.0,7.0,0.0,1.0,0.33,13.32,13.71,2505.06,0.06,43.0,0.07,139.17,182.66,0.33,2.0,4.0,8.0,0.14,16.0,27.0,7.0,12.0,22.0,41.67,7.0,-1.0
4.0,5.0,3.0,2.0,3.0,8.0,3.0,0.19,4.0,3.0,1.0,11.0,1.0,0.0,14.0,0.0,3.0,1.0,18.82,7.22,981.74,0.05,32.0,0.14,54.54,135.93,0.33,2.0,4.0,10.0,0.12,13.0,19.0,9.0,10.0,25.0,26.32,16.0,-1.0
3.0,6.0,2.0,4.0,1.0,0.0,5.0,0.17,0.0,5.0,1.0,12.0,1.0,0.0,25.0,0.0,5.0,1.0,37.3,10.94,4464.77,0.14,84.0,0.09,248.04,408.07,0.2,0.0,0.0,9.0,0.14,31.0,53.0,17.0,12.0,37.0,16.67,29.0,-1.0
0.0,5.0,2.0,0.0,0.0,6.0,3.0,0.27,2.0,2.0,0.67,8.0,3.0,1.0,11.0,0.0,3.0,1.0,22.01,8.18,1473.42,0.06,41.0,0.12,81.86,180.09,1.0,2.0,3.0,7.0,0.23,18.0,23.0,11.0,10.0,13.0,0.0,11.0,-1.0
3.0,7.0,3.0,0.0,1.0,12.0,4.0,0.2,6.0,4.0,1.0,15.0,1.0,0.0,20.0,0.0,4.0,1.0,31.8,8.68,2394.74,0.09,61.0,0.12,133.04,275.94,0.25,3.0,6.0,13.0,0.15,27.0,34.0,14.0,9.0,26.0,4.76,20.0,-1.0
2.0,3.0,3.0,1.0,0.0,4.0,2.0,0.13,2.0,1.0,0.5,9.0,1.0,0.0,15.0,0.0,0.0,0.0,16.05,13.75,3037.27,0.07,52.0,0.07,168.74,220.89,0.5,1.0,2.0,9.0,0.1,20.0,32.0,8.0,11.0,20.0,6.25,16.0,-1.0
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,1.0,6.0,1.0,0.0,10.0,0.0,2.0,1.0,14.06,8.67,1055.91,0.04,32.0,0.12,58.66,121.84,0.5,1.0,2.0,6.0,0.17,13.0,19.0,6.0,8.0,12.0,0.0,10.0,-1.0
4.0,5.0,2.0,2.0,7.0,8.0,3.0,0.23,4.0,2.0,0.67,11.0,1.0,0.0,11.0,0.0,0.0,0.0,7.99,15.75,1981.59,0.04,34.0,0.06,110.09,125.81,0.33,2.0,4.0,10.0,0.12,14.0,20.0,4.0,9.0,26.0,45.0,13.0,-1.0
6.0,7.0,3.0,1.0,4.0,12.0,4.0,0.21,6.0,3.0,0.75,14.0,1.0,0.0,18.0,0.0,2.0,0.5,26.96,10.29,2852.5,0.09,59.0,0.1,158.47,277.33,0.25,3.0,6.0,12.0,0.13,24.0,35.0,14.0,12.0,31.0,21.74,19.0,-1.0
3.0,9.0,2.0,1.0,2.0,16.0,5.0,0.18,8.0,2.0,0.4,20.0,1.0,0.0,27.0,0.0,1.0,0.2,28.36,10.15,2923.49,0.1,62.0,0.1,162.42,287.92,0.2,4.0,8.0,17.0,0.14,22.0,40.0,13.0,12.0,35.0,10.0,28.0,-1.0
6.0,9.0,3.0,0.0,4.0,16.0,5.0,0.26,8.0,5.0,1.0,18.0,1.0,0.0,19.0,0.0,5.0,1.0,33.34,9.33,2903.96,0.1,67.0,0.11,161.33,311.14,0.2,4.0,8.0,15.0,0.16,28.0,39.0,15.0,10.0,31.0,17.39,19.0,-1.0
2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.2,0.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,18.37,8.0,1175.87,0.05,41.0,0.13,65.33,146.98,1.0,0.0,0.0,6.0,0.09,16.0,25.0,6.0,6.0,11.0,28.57,5.0,-1.0
72.0,3.0,3.0,2.0,2.0,4.0,2.0,0.04,2.0,2.0,1.0,14.0,1.0,0.0,46.0,0.0,2.0,1.0,31.18,24.12,18133.17,0.25,164.0,0.04,1007.4,751.93,0.5,1.0,2.0,14.0,0.02,57.0,107.0,13.0,11.0,125.0,8.0,48.0,-1.0
2.0,3.0,0.0,0.0,2.0,4.0,2.0,0.29,2.0,1.0,0.5,5.0,1.0,0.0,7.0,0.0,1.0,0.5,13.45,3.6,174.36,0.02,14.0,0.28,9.69,48.43,0.5,1.0,2.0,5.0,0.15,6.0,8.0,5.0,6.0,13.0,22.22,7.0,-1.0
4.0,1.0,1.0,7.0,0.0,0.0,1.0,0.06,0.0,1.0,1.0,6.0,1.0,0.0,10.0,0.0,1.0,1.0,63.01,11.44,8242.37,0.24,132.0,0.09,457.91,720.64,1.0,0.0,0.0,7.0,0.04,61.0,71.0,32.0,12.0,24.0,41.18,17.0,1.0
26.0,41.0,6.0,9.0,49.0,70.0,21.0,0.18,30.0,2.0,0.1,77.0,1.0,0.0,105.0,0.0,13.0,0.62,116.92,25.34,75085.24,0.99,445.0,0.04,4171.39,2962.9,0.05,20.0,35.0,58.0,0.11,182.0,263.0,79.0,22.0,192.0,35.58,114.0,1.0
31.0,31.0,5.0,2.0,27.0,50.0,16.0,0.1,20.0,9.0,0.56,87.0,7.0,0.4,152.0,0.0,6.0,0.38,63.24,50.52,161387.41,1.06,569.0,0.02,8965.97,3194.77,0.44,15.0,25.0,73.0,0.07,174.0,395.0,31.0,18.0,214.0,16.02,154.0,1.0
2.0,5.0,2.0,2.0,0.0,8.0,3.0,0.23,4.0,2.0,0.67,12.0,1.0,0.0,11.0,0.0,3.0,1.0,14.77,8.75,1131.09,0.04,31.0,0.11,62.84,129.27,0.33,2.0,4.0,11.0,0.18,14.0,17.0,8.0,10.0,17.0,15.38,13.0,1.0
26.0,39.0,5.0,0.0,13.0,58.0,20.0,0.27,22.0,7.0,0.35,84.0,11.0,0.53,73.0,0.0,12.0,0.6,52.26,45.59,108615.04,0.79,414.0,0.02,6034.17,2382.52,0.55,18.0,40.0,66.0,0.18,155.0,259.0,34.0,20.0,114.0,15.12,73.0,1.0
7.0,35.0,4.0,0.0,26.0,42.0,18.0,0.41,8.0,5.0,0.28,50.0,17.0,0.94,44.0,0.0,17.0,0.94,34.71,42.41,62427.13,0.49,265.0,0.02,3468.17,1471.97,0.94,17.0,25.0,34.0,0.22,125.0,140.0,28.0,19.0,82.0,37.14,44.0,1.0
7.0,11.0,5.0,4.0,3.0,22.0,6.0,0.12,10.0,6.0,1.0,24.0,1.0,0.0,45.0,0.0,6.0,1.0,32.46,23.4,17776.44,0.25,140.0,0.04,987.58,759.68,0.17,6.0,11.0,20.0,0.1,65.0,75.0,25.0,18.0,61.0,13.46,49.0,1.0
5.0,7.0,1.0,2.0,6.0,12.0,4.0,0.22,6.0,2.0,0.5,16.0,1.0,0.0,16.0,0.0,4.0,1.0,25.0,11.6,3364.56,0.1,61.0,0.09,186.92,290.05,0.25,3.0,6.0,14.0,0.13,29.0,32.0,15.0,12.0,31.0,33.33,18.0,1.0
1.0,11.0,2.0,0.0,7.0,12.0,6.0,0.5,2.0,2.0,0.33,15.0,6.0,1.0,12.0,0.0,5.0,0.83,24.28,9.0,1966.61,0.07,49.0,0.11,109.26,218.51,1.0,5.0,6.0,11.0,0.27,18.0,31.0,11.0,11.0,22.0,36.84,12.0,1.0
12.0,41.0,0.0,2.0,52.0,54.0,22.0,0.26,18.0,1.0,0.05,66.0,12.0,0.52,84.0,0.0,5.0,0.23,40.07,41.81,70041.8,0.56,286.0,0.02,3891.21,1675.38,0.55,18.0,29.0,46.0,0.14,96.0,190.0,31.0,27.0,152.0,39.13,86.0,1.0
20.0,190.0,5.0,24.0,42.0,338.0,98.0,0.35,156.0,10.0,0.1,337.0,21.0,0.21,260.0,0.0,83.0,0.85,65.25,113.33,838056.02,2.46,1113.0,0.01,46558.67,7394.61,0.21,91.0,170.0,241.0,0.27,440.0,673.0,66.0,34.0,360.0,20.25,284.0,1.0
1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.09,0.0,1.0,1.0,6.0,1.0,0.0,11.0,0.0,0.0,0.0,14.11,12.5,2205.39,0.06,51.0,0.08,122.52,176.43,1.0,0.0,0.0,7.0,0.07,30.0,21.0,6.0,5.0,14.0,8.33,11.0,1.0
