l,n_0,n_1,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_2,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_3,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_4,n_5,n_6,n_7,n_8,n_9
-1.0,3.0,3.0,2.0,1.0,6.0,1.0,0.0,8.0,1.0,20.15,6.0,725.57,2.0,0.04,29.0,0.17,40.31,120.93,0.5,1.0,2.0,6.0,0.15,0.0,12.0,17.0,9.0,9.0,13.0,0.0,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,11.0,23.0,2.0,0.17,48.0,1.0,0.0,34.0,1.0,27.19,44.24,53214.67,1.0,0.4,210.0,0.02,2956.37,1202.86,0.08,11.0,22.0,38.0,0.2,5.0,79.0,131.0,25.0,28.0,60.0,27.66,39.0,,,8.0,44.0,12.0,0.31,22.0,2.0
-1.0,28.0,7.0,2.0,0.5,14.0,3.0,0.67,15.0,0.0,30.78,13.5,5608.87,3.0,0.14,81.0,0.07,311.6,415.47,0.75,3.0,5.0,12.0,0.05,4.0,36.0,45.0,20.0,15.0,78.0,54.55,19.0,,,14.0,10.0,4.0,0.21,4.0,2.5
-1.0,0.0,3.0,1.0,0.5,5.0,1.0,0.0,3.0,0.0,8.15,3.5,99.85,0.0,0.01,9.0,0.29,5.55,28.53,0.5,0.0,0.0,5.0,0.4,0.0,2.0,7.0,2.0,7.0,5.0,25.0,3.0,,,1.0,0.0,2.0,0.67,0.0,0.0
-1.0,1.0,5.0,3.0,1.0,11.0,1.0,0.0,13.0,1.0,18.07,10.45,1973.69,1.0,0.06,43.0,0.1,109.65,188.87,0.33,0.0,0.0,10.0,0.19,0.0,19.0,24.0,10.0,11.0,16.0,7.14,13.0,,,1.0,0.0,3.0,0.23,0.0,0.0
-1.0,22.0,19.0,1.0,0.1,39.0,5.0,0.44,63.0,2.0,26.57,33.75,30263.95,0.0,0.3,181.0,0.03,1681.33,896.71,0.5,9.0,17.0,31.0,0.07,9.0,72.0,109.0,16.0,15.0,136.0,43.24,72.0,,,39.0,34.0,10.0,0.14,16.0,2.13
-1.0,40.0,33.0,11.0,0.65,49.0,17.0,1.0,46.0,2.0,29.38,28.9,24540.17,1.0,0.28,163.0,0.03,1363.34,849.14,1.0,16.0,26.0,34.0,0.14,8.0,68.0,95.0,20.0,17.0,118.0,40.26,54.0,,,23.0,52.0,17.0,0.31,20.0,2.6
-1.0,2.0,5.0,2.0,0.67,11.0,1.0,0.0,6.0,0.0,18.13,7.5,1020.0,2.0,0.05,34.0,0.13,56.67,136.0,0.33,2.0,4.0,10.0,0.21,0.0,9.0,25.0,6.0,10.0,14.0,0.0,6.0,,,0.0,8.0,3.0,0.5,4.0,2.0
-1.0,4.0,3.0,1.0,0.5,5.0,1.0,0.0,5.0,0.0,8.3,6.67,369.01,0.0,0.02,16.0,0.15,20.5,55.35,0.5,1.0,2.0,5.0,0.15,1.0,5.0,11.0,3.0,8.0,13.0,28.57,6.0,,,1.0,4.0,2.0,0.33,2.0,2.0
-1.0,31.0,28.0,12.0,0.63,65.0,4.0,0.17,82.0,1.0,30.56,55.32,93527.72,5.0,0.56,274.0,0.02,5195.98,1690.56,0.21,8.0,14.0,48.0,0.15,1.0,99.0,175.0,34.0,38.0,123.0,7.87,83.0,,,6.0,28.0,19.0,0.23,12.0,2.33
-1.0,1.0,11.0,4.0,0.67,18.0,5.0,0.8,9.0,1.0,12.07,14.08,2393.0,2.0,0.06,40.0,0.07,132.94,169.92,0.83,5.0,8.0,14.0,0.46,1.0,13.0,27.0,6.0,13.0,13.0,10.0,10.0,,,0.0,16.0,6.0,0.6,6.0,2.67
-1.0,14.0,21.0,5.0,0.45,40.0,5.0,0.4,68.0,1.0,38.68,42.21,68900.96,3.0,0.54,285.0,0.02,3827.83,1632.46,0.45,10.0,18.0,31.0,0.09,5.0,102.0,183.0,29.0,24.0,125.0,37.61,73.0,,,36.0,36.0,11.0,0.15,16.0,2.25
-1.0,24.0,22.0,12.0,0.71,48.0,4.0,0.19,67.0,0.0,42.41,34.11,49333.63,9.0,0.48,236.0,0.03,2740.76,1446.51,0.24,3.0,4.0,33.0,0.17,3.0,81.0,155.0,38.0,32.0,98.0,6.94,70.0,,,2.0,8.0,17.0,0.24,2.0,4.0
-1.0,1.0,7.0,3.0,0.75,16.0,1.0,0.0,10.0,0.0,21.62,13.0,3654.41,3.0,0.09,64.0,0.08,203.02,281.11,0.25,0.0,0.0,14.0,0.24,0.0,16.0,48.0,8.0,13.0,17.0,0.0,10.0,,,0.0,0.0,4.0,0.4,0.0,0.0
-1.0,4.0,3.0,2.0,1.0,6.0,1.0,0.0,8.0,1.0,16.23,4.57,339.34,1.0,0.02,19.0,0.22,18.85,74.23,0.5,1.0,2.0,6.0,0.14,0.0,8.0,11.0,7.0,8.0,14.0,0.0,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,8.0,11.0,4.0,0.67,28.0,3.0,0.4,35.0,0.0,32.04,22.26,15883.78,5.0,0.24,135.0,0.04,882.43,713.53,0.5,5.0,9.0,24.0,0.12,0.0,64.0,71.0,23.0,16.0,50.0,12.5,35.0,,,5.0,18.0,6.0,0.17,8.0,2.25
-1.0,13.0,13.0,3.0,0.43,27.0,1.0,0.0,27.0,0.0,23.94,40.18,38646.97,1.0,0.32,198.0,0.02,2147.05,961.88,0.14,6.0,12.0,22.0,0.13,4.0,75.0,123.0,14.0,15.0,54.0,30.77,31.0,,,8.0,24.0,7.0,0.23,12.0,2.0
-1.0,1.0,9.0,4.0,0.8,21.0,1.0,0.0,10.0,0.0,17.05,15.58,4140.26,2.0,0.09,65.0,0.06,230.01,265.69,0.2,0.0,0.0,18.0,0.29,0.0,17.0,48.0,6.0,11.0,17.0,0.0,10.0,,,0.0,0.0,5.0,0.5,0.0,0.0
-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,1.0,9.34,6.67,415.13,0.0,0.02,18.0,0.15,23.06,62.27,1.0,0.0,0.0,2.0,0.17,0.0,5.0,13.0,3.0,8.0,6.0,0.0,4.0,,,0.0,0.0,1.0,0.25,0.0,0.0
-1.0,6.0,3.0,1.0,0.5,6.0,1.0,0.0,10.0,1.0,19.46,11.79,2703.0,1.0,0.08,55.0,0.08,150.17,229.35,0.5,1.0,2.0,6.0,0.11,0.0,15.0,40.0,7.0,11.0,19.0,9.09,10.0,,,1.0,4.0,2.0,0.2,2.0,2.0
-1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,11.29,9.0,914.21,0.0,0.03,26.0,0.11,50.79,101.58,1.0,0.0,0.0,2.0,0.1,0.0,9.0,17.0,5.0,10.0,10.0,0.0,6.0,,,0.0,0.0,1.0,0.17,0.0,0.0
-1.0,2.0,7.0,1.0,0.25,13.0,4.0,1.0,5.0,2.0,7.17,12.0,1032.47,0.0,0.03,24.0,0.08,57.36,86.04,1.0,0.0,0.0,11.0,0.44,0.0,8.0,16.0,3.0,9.0,9.0,0.0,5.0,,,0.0,0.0,4.0,0.8,0.0,0.0
-1.0,9.0,5.0,2.0,0.67,15.0,3.0,1.0,14.0,0.0,34.87,25.2,22143.15,3.0,0.29,160.0,0.04,1230.18,878.7,1.0,0.0,0.0,14.0,0.08,8.0,63.0,97.0,25.0,20.0,37.0,46.15,22.0,,,4.0,0.0,3.0,0.14,0.0,0.0
-1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,7.0,1.0,17.94,6.75,817.52,1.0,0.04,31.0,0.15,45.42,121.11,1.0,0.0,0.0,3.0,0.09,0.0,9.0,22.0,6.0,9.0,11.0,0.0,7.0,,,0.0,0.0,1.0,0.14,0.0,0.0
-1.0,13.0,3.0,1.0,0.5,7.0,1.0,0.0,27.0,1.0,32.9,19.0,11878.01,1.0,0.21,133.0,0.05,659.89,625.16,0.5,1.0,2.0,7.0,0.04,0.0,38.0,95.0,13.0,13.0,48.0,18.18,27.0,,,6.0,4.0,2.0,0.07,2.0,2.0
-1.0,4.0,9.0,4.0,0.8,21.0,1.0,0.0,10.0,0.0,22.9,11.69,3127.8,4.0,0.09,63.0,0.09,173.77,267.62,0.2,4.0,8.0,18.0,0.25,0.0,17.0,46.0,8.0,11.0,20.0,0.0,10.0,,,0.0,16.0,5.0,0.5,8.0,2.0
-1.0,1.0,5.0,2.0,0.67,9.0,1.0,0.0,8.0,0.0,8.27,16.8,2334.76,1.0,0.05,34.0,0.06,129.71,138.97,0.33,0.0,0.0,8.0,0.25,0.0,14.0,20.0,5.0,12.0,12.0,0.0,8.0,,,0.0,0.0,3.0,0.38,0.0,0.0
-1.0,3.0,13.0,6.0,0.86,32.0,6.0,0.83,17.0,1.0,25.42,19.69,9851.11,5.0,0.17,101.0,0.05,547.28,500.37,0.86,0.0,0.0,27.0,0.33,0.0,42.0,59.0,16.0,15.0,21.0,0.0,17.0,,,0.0,0.0,7.0,0.41,0.0,0.0
-1.0,3.0,7.0,2.0,0.5,15.0,3.0,0.67,17.0,7.0,17.85,11.82,2492.55,2.0,0.07,46.0,0.08,138.48,210.91,0.75,0.0,0.0,13.0,0.14,0.0,20.0,26.0,11.0,13.0,29.0,32.0,17.0,,,8.0,0.0,4.0,0.24,0.0,0.0
-1.0,1.0,9.0,4.0,0.67,19.0,3.0,0.4,30.0,1.0,19.74,33.0,21496.55,3.0,0.22,126.0,0.03,1194.25,651.41,0.5,2.0,4.0,15.0,0.16,4.0,33.0,93.0,12.0,24.0,37.0,11.76,34.0,,,0.0,8.0,6.0,0.18,4.0,2.0
-1.0,4.0,5.0,2.0,0.67,10.0,1.0,0.0,6.0,0.0,11.62,9.75,1104.67,1.0,0.04,29.0,0.1,61.37,113.3,0.33,0.0,0.0,9.0,0.25,0.0,13.0,16.0,6.0,9.0,12.0,0.0,6.0,,,0.0,0.0,3.0,0.5,0.0,0.0
-1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,7.0,0.0,9.86,12.0,1419.65,1.0,0.04,33.0,0.08,78.87,118.3,1.0,0.0,0.0,3.0,0.09,0.0,12.0,21.0,4.0,8.0,11.0,0.0,7.0,,,0.0,0.0,1.0,0.14,0.0,0.0
-1.0,26.0,9.0,3.0,0.6,22.0,1.0,0.0,22.0,0.0,29.78,16.47,8078.25,3.0,0.16,99.0,0.06,448.79,490.47,0.2,4.0,8.0,19.0,0.06,7.0,40.0,59.0,17.0,14.0,81.0,59.26,29.0,,,25.0,16.0,5.0,0.17,8.0,2.0
-1.0,18.0,9.0,4.0,0.8,30.0,1.0,0.0,41.0,2.0,46.59,20.85,20251.07,9.0,0.32,173.0,0.05,1125.06,971.34,0.2,4.0,8.0,27.0,0.07,0.0,86.0,87.0,33.0,16.0,67.0,10.87,41.0,,,5.0,16.0,5.0,0.12,8.0,2.0
-1.0,1.0,19.0,9.0,0.69,51.0,3.0,0.17,43.0,1.0,49.68,20.72,21334.26,10.0,0.34,175.0,0.05,1185.24,1029.46,0.23,0.0,0.0,40.0,0.29,0.0,75.0,100.0,38.0,21.0,45.0,0.0,43.0,,,0.0,0.0,13.0,0.3,0.0,0.0
-1.0,2.0,5.0,2.0,0.67,10.0,1.0,0.0,9.0,0.0,12.8,5.6,401.52,2.0,0.02,20.0,0.18,22.31,71.7,0.33,1.0,2.0,9.0,0.23,0.0,8.0,12.0,5.0,7.0,13.0,0.0,9.0,,,0.0,4.0,3.0,0.33,2.0,2.0
-1.0,8.0,17.0,6.0,0.6,38.0,1.0,0.0,23.0,0.0,26.68,23.54,14784.08,5.0,0.21,128.0,0.04,821.34,628.08,0.1,0.0,0.0,30.0,0.22,4.0,36.0,92.0,13.0,17.0,45.0,25.81,27.0,,,4.0,0.0,10.0,0.37,0.0,0.0
-1.0,13.0,5.0,1.0,0.33,9.0,1.0,0.0,6.0,2.0,16.21,11.0,1962.54,0.0,0.06,42.0,0.09,109.03,178.41,0.33,2.0,4.0,8.0,0.04,6.0,16.0,26.0,8.0,11.0,69.0,88.89,12.0,,,42.0,8.0,3.0,0.25,4.0,2.0
-1.0,6.0,5.0,3.0,1.0,15.0,1.0,0.0,19.0,0.0,30.83,18.75,10839.37,3.0,0.19,119.0,0.05,602.19,578.1,0.33,2.0,4.0,14.0,0.11,0.0,35.0,84.0,14.0,15.0,28.0,0.0,19.0,,,0.0,8.0,3.0,0.16,4.0,2.0
-1.0,11.0,23.0,3.0,0.25,41.0,11.0,0.91,64.0,2.0,38.24,23.68,21440.49,2.0,0.3,169.0,0.04,1191.14,905.43,0.92,11.0,19.0,31.0,0.12,1.0,74.0,95.0,25.0,16.0,97.0,24.71,65.0,,,20.0,38.0,12.0,0.18,16.0,2.38
-1.0,0.0,3.0,2.0,1.0,6.0,1.0,0.0,6.0,1.0,11.86,8.67,890.92,1.0,0.03,27.0,0.12,49.5,102.8,0.5,0.0,0.0,6.0,0.29,0.0,13.0,14.0,6.0,8.0,7.0,0.0,6.0,,,0.0,0.0,2.0,0.33,0.0,0.0
-1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,15.03,6.4,615.75,2.0,0.03,26.0,0.16,34.21,96.21,1.0,0.0,0.0,4.0,0.14,0.0,8.0,18.0,5.0,8.0,7.0,20.0,4.0,,,1.0,0.0,1.0,0.25,0.0,0.0
-1.0,8.0,3.0,2.0,1.0,8.0,1.0,0.0,10.0,4.0,40.24,4.43,790.81,4.0,0.06,40.0,0.23,43.93,178.38,0.5,1.0,2.0,8.0,0.08,0.0,19.0,21.0,15.0,7.0,26.0,23.08,10.0,,,3.0,4.0,2.0,0.2,2.0,2.0
-1.0,12.0,4.0,3.0,1.0,12.0,1.0,0.0,18.0,2.0,30.21,9.6,2784.46,3.0,0.1,61.0,0.1,154.69,290.05,0.33,0.0,0.0,11.0,0.08,1.0,24.0,37.0,15.0,12.0,37.0,25.0,19.0,,,5.0,0.0,3.0,0.16,0.0,0.0
-1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,0.0,21.49,6.6,936.12,0.0,0.05,41.0,0.15,52.01,141.84,1.0,0.0,0.0,2.0,0.08,0.0,11.0,30.0,5.0,6.0,13.0,0.0,6.0,,,0.0,0.0,1.0,0.17,0.0,0.0
-1.0,5.0,7.0,1.0,0.25,10.0,4.0,1.0,13.0,1.0,14.41,10.5,1588.31,0.0,0.05,35.0,0.1,88.24,151.27,1.0,3.0,5.0,8.0,0.15,0.0,14.0,21.0,8.0,12.0,26.0,31.58,13.0,,,6.0,10.0,4.0,0.31,4.0,2.5
-1.0,4.0,7.0,2.0,0.5,13.0,3.0,0.67,10.0,0.0,20.28,16.29,5381.83,2.0,0.11,68.0,0.06,298.99,330.34,0.75,0.0,0.0,11.0,0.21,0.0,23.0,45.0,12.0,17.0,19.0,9.09,10.0,,,1.0,0.0,4.0,0.4,0.0,0.0
-1.0,2.0,7.0,1.0,0.25,15.0,1.0,0.0,11.0,2.0,14.12,15.0,3176.62,2.0,0.07,49.0,0.07,176.48,211.77,0.25,0.0,0.0,13.0,0.27,0.0,20.0,29.0,8.0,12.0,15.0,0.0,11.0,,,0.0,0.0,4.0,0.36,0.0,0.0
-1.0,2.0,7.0,2.0,0.5,13.0,1.0,0.0,11.0,1.0,10.18,16.5,2771.94,1.0,0.06,43.0,0.06,154.0,168.0,0.25,3.0,6.0,11.0,0.27,0.0,12.0,31.0,4.0,11.0,15.0,0.0,11.0,,,0.0,12.0,4.0,0.36,6.0,2.0
-1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,18.58,11.0,2247.77,0.0,0.07,57.0,0.09,124.88,204.34,1.0,0.0,0.0,2.0,0.07,0.0,22.0,35.0,6.0,6.0,14.0,0.0,8.0,,,0.0,0.0,1.0,0.13,0.0,0.0
-1.0,15.0,31.0,15.0,0.94,76.0,1.0,0.0,33.0,0.0,35.6,30.0,32042.61,7.0,0.36,230.0,0.03,1780.14,1068.09,0.06,15.0,30.0,62.0,0.3,0.0,65.0,165.0,13.0,12.0,54.0,0.0,33.0,,,0.0,60.0,16.0,0.48,30.0,2.0
-1.0,5.0,3.0,2.0,1.0,8.0,1.0,0.0,8.0,3.0,16.19,9.44,1444.3,2.0,0.05,36.0,0.11,80.24,152.93,0.5,1.0,2.0,8.0,0.12,0.0,17.0,19.0,9.0,10.0,17.0,0.0,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,3.0,16.71,33.75,19031.2,0.0,0.19,163.0,0.03,1057.29,563.89,1.0,0.0,0.0,2.0,0.07,0.0,81.0,82.0,6.0,5.0,15.0,0.0,10.0,,,0.0,0.0,1.0,0.1,0.0,0.0
-1.0,1.0,3.0,1.0,0.5,5.0,1.0,0.0,5.0,1.0,6.77,9.0,548.5,0.0,0.02,17.0,0.11,30.47,60.94,0.5,0.0,0.0,5.0,0.25,0.0,6.0,11.0,3.0,9.0,8.0,0.0,5.0,,,0.0,0.0,2.0,0.4,0.0,0.0
-1.0,0.0,3.0,1.0,0.5,6.0,1.0,0.0,2.0,2.0,5.0,6.0,180.0,0.0,0.01,10.0,0.17,10.0,30.0,0.5,1.0,2.0,6.0,0.5,0.0,4.0,6.0,2.0,6.0,4.0,0.0,2.0,,,0.0,4.0,2.0,1.0,2.0,2.0
-1.0,1.0,9.0,4.0,0.8,21.0,1.0,0.0,15.0,0.0,30.32,11.33,3894.84,3.0,0.11,67.0,0.09,216.38,343.66,0.2,0.0,0.0,18.0,0.29,0.0,34.0,33.0,21.0,14.0,17.0,0.0,15.0,,,0.0,0.0,5.0,0.33,0.0,0.0
-1.0,2.0,13.0,7.0,1.0,29.0,4.0,0.5,12.0,2.0,14.49,27.82,11216.64,3.0,0.13,83.0,0.04,623.15,403.21,0.57,0.0,0.0,24.0,0.44,0.0,34.0,49.0,11.0,18.0,16.0,7.69,12.0,,,1.0,0.0,7.0,0.58,0.0,0.0
-1.0,4.0,3.0,1.0,0.5,6.0,1.0,0.0,11.0,1.0,21.93,8.25,1492.78,1.0,0.06,40.0,0.12,82.93,180.94,0.5,1.0,2.0,6.0,0.11,1.0,18.0,22.0,12.0,11.0,18.0,8.33,12.0,,,0.0,4.0,2.0,0.17,2.0,2.0
-1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,17.22,4.08,287.09,1.0,0.02,19.0,0.24,15.95,70.31,1.0,0.0,0.0,3.0,0.11,0.0,7.0,12.0,6.0,7.0,9.0,0.0,5.0,,,0.0,0.0,1.0,0.2,0.0,0.0
-1.0,6.0,21.0,1.0,0.09,40.0,4.0,0.3,26.0,4.0,27.51,19.44,10402.78,0.0,0.18,107.0,0.05,577.93,535.0,0.36,10.0,19.0,31.0,0.24,0.0,50.0,57.0,18.0,14.0,46.0,25.71,26.0,,,9.0,38.0,11.0,0.42,18.0,2.11
-1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,6.74,3.75,94.75,1.0,0.01,9.0,0.27,5.26,25.27,1.0,0.0,0.0,3.0,0.11,0.0,3.0,6.0,2.0,5.0,9.0,20.0,4.0,,,1.0,0.0,1.0,0.25,0.0,0.0
-1.0,2.0,13.0,5.0,0.71,25.0,6.0,0.83,11.0,1.0,7.1,27.62,5419.98,1.0,0.07,48.0,0.04,301.11,196.2,0.86,0.0,0.0,20.0,0.5,0.0,17.0,31.0,4.0,13.0,14.0,0.0,11.0,,,0.0,0.0,7.0,0.64,0.0,0.0
-1.0,2.0,5.0,1.0,0.33,10.0,1.0,0.0,5.0,0.0,9.6,9.17,806.67,0.0,0.03,22.0,0.11,44.81,88.0,0.33,2.0,4.0,9.0,0.33,0.0,11.0,11.0,6.0,10.0,9.0,0.0,5.0,,,0.0,8.0,3.0,0.6,4.0,2.0
-1.0,15.0,15.0,3.0,0.38,24.0,5.0,0.57,23.0,0.0,18.33,33.85,21000.2,2.0,0.21,123.0,0.03,1166.68,620.46,0.63,7.0,11.0,18.0,0.15,2.0,44.0,79.0,13.0,20.0,54.0,37.84,25.0,,,12.0,22.0,8.0,0.32,8.0,2.75
-1.0,16.0,13.0,4.0,0.57,29.0,1.0,0.0,40.0,0.0,29.27,34.0,33832.75,3.0,0.33,194.0,0.03,1879.6,995.08,0.14,6.0,12.0,24.0,0.1,0.0,72.0,122.0,18.0,17.0,68.0,20.0,40.0,,,10.0,24.0,7.0,0.18,12.0,2.0
-1.0,7.0,6.0,5.0,1.0,15.0,1.0,0.0,31.0,1.0,38.39,13.65,7152.72,6.0,0.17,103.0,0.07,397.37,524.01,0.2,0.0,0.0,12.0,0.12,1.0,39.0,64.0,20.0,14.0,41.0,3.13,32.0,,,0.0,0.0,5.0,0.16,0.0,0.0
-1.0,15.0,11.0,5.0,0.83,28.0,1.0,0.0,18.0,0.0,26.43,17.45,8053.59,4.0,0.15,102.0,0.06,447.42,461.4,0.17,5.0,10.0,24.0,0.15,0.0,32.0,70.0,11.0,12.0,39.0,0.0,18.0,,,0.0,20.0,6.0,0.33,10.0,2.0
-1.0,5.0,7.0,4.0,1.0,23.0,1.0,0.0,14.0,0.0,36.67,15.67,9000.18,4.0,0.19,112.0,0.06,500.01,574.48,0.25,0.0,0.0,21.0,0.19,0.0,47.0,65.0,21.0,14.0,21.0,0.0,14.0,,,0.0,0.0,4.0,0.29,0.0,0.0
-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,17.27,2.5,107.96,0.0,0.01,13.0,0.4,6.0,43.19,1.0,0.0,0.0,2.0,0.2,0.0,5.0,8.0,5.0,5.0,5.0,0.0,3.0,,,0.0,0.0,1.0,0.33,0.0,0.0
-1.0,14.0,25.0,7.0,0.5,48.0,5.0,0.31,62.0,0.0,42.12,28.24,33576.57,6.0,0.4,203.0,0.04,1865.36,1189.17,0.36,10.0,18.0,36.0,0.13,11.0,80.0,123.0,34.0,24.0,105.0,30.34,73.0,,,16.0,36.0,14.0,0.19,16.0,2.25
-1.0,1.0,3.0,1.0,0.5,6.0,1.0,0.0,4.0,0.0,16.65,4.0,266.43,1.0,0.02,18.0,0.25,14.8,66.61,0.5,0.0,0.0,6.0,0.18,0.0,5.0,13.0,5.0,8.0,11.0,0.0,4.0,,,0.0,0.0,2.0,0.5,0.0,0.0
-1.0,1.0,84.0,1.0,0.02,153.0,5.0,0.09,62.0,1.0,49.53,53.67,142651.41,0.0,0.89,450.0,0.02,7925.08,2658.1,0.11,0.0,0.0,108.0,0.72,1.0,161.0,289.0,36.0,24.0,65.0,1.59,63.0,,,0.0,0.0,47.0,0.75,0.0,0.0
-1.0,1.0,5.0,2.0,0.67,11.0,1.0,0.0,7.0,0.0,19.33,8.57,1420.02,2.0,0.06,39.0,0.12,78.89,165.67,0.33,0.0,0.0,10.0,0.21,0.0,10.0,29.0,7.0,12.0,14.0,0.0,7.0,,,0.0,0.0,3.0,0.43,0.0,0.0
-1.0,1.0,3.0,2.0,1.0,8.0,1.0,0.0,5.0,2.0,11.58,6.75,527.43,2.0,0.03,20.0,0.15,29.3,78.14,0.5,0.0,0.0,8.0,0.29,0.0,9.0,11.0,6.0,9.0,7.0,0.0,5.0,,,0.0,0.0,2.0,0.4,0.0,0.0
-1.0,1.0,7.0,3.0,0.75,16.0,1.0,0.0,9.0,0.0,27.11,10.2,2820.14,3.0,0.09,62.0,0.1,156.67,276.48,0.25,0.0,0.0,14.0,0.25,0.0,17.0,45.0,10.0,12.0,16.0,0.0,9.0,,,0.0,0.0,4.0,0.44,0.0,0.0
-1.0,4.0,1.0,1.0,1.0,5.0,1.0,0.0,7.0,0.0,24.22,5.0,605.57,3.0,0.04,31.0,0.2,33.64,121.11,1.0,0.0,0.0,6.0,0.05,0.0,15.0,16.0,9.0,6.0,19.0,46.15,7.0,,,6.0,0.0,1.0,0.14,0.0,0.0
-1.0,4.0,1.0,1.0,1.0,4.0,1.0,0.0,5.0,0.0,18.91,5.5,572.0,3.0,0.03,26.0,0.18,31.78,104.0,1.0,0.0,0.0,5.0,0.05,0.0,11.0,15.0,8.0,8.0,20.0,64.29,5.0,,,9.0,0.0,1.0,0.2,0.0,0.0
-1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,16.92,3.5,207.22,1.0,0.02,16.0,0.29,11.51,59.21,1.0,0.0,0.0,3.0,0.2,0.0,6.0,10.0,6.0,7.0,5.0,0.0,2.0,,,0.0,0.0,1.0,0.5,0.0,0.0
-1.0,16.0,33.0,12.0,0.57,72.0,1.0,0.0,84.0,2.0,22.65,104.25,246186.04,4.0,0.79,430.0,0.01,13677.0,2361.5,0.05,0.0,0.0,53.0,0.16,16.0,139.0,291.0,18.0,27.0,129.0,24.32,100.0,,,11.0,0.0,21.0,0.21,0.0,0.0
-1.0,3.0,7.0,2.0,0.5,16.0,1.0,0.0,12.0,0.0,16.48,18.75,5795.02,2.0,0.1,65.0,0.05,321.95,309.07,0.25,3.0,6.0,14.0,0.2,1.0,30.0,35.0,12.0,15.0,20.0,20.0,13.0,,,2.0,12.0,4.0,0.31,6.0,2.0
-1.0,0.0,5.0,2.0,0.67,10.0,3.0,1.0,21.0,2.0,22.1,30.64,20753.19,3.0,0.23,131.0,0.03,1152.95,677.26,1.0,2.0,3.0,9.0,0.12,1.0,39.0,92.0,14.0,22.0,25.0,4.55,22.0,,,0.0,6.0,3.0,0.14,2.0,3.0
-1.0,9.0,7.0,2.0,0.5,13.0,1.0,0.0,19.0,1.0,11.75,19.5,4466.71,1.0,0.08,53.0,0.05,248.15,229.06,0.25,3.0,5.0,11.0,0.13,0.0,13.0,40.0,5.0,15.0,30.0,0.0,19.0,,,0.0,10.0,4.0,0.21,4.0,2.5
-1.0,1.0,15.0,4.0,0.44,35.0,4.0,0.38,24.0,0.0,31.55,35.27,39260.76,1.0,0.37,190.0,0.03,2181.15,1113.02,0.44,0.0,0.0,28.0,0.25,5.0,81.0,109.0,31.0,27.0,36.0,29.41,29.0,,,5.0,0.0,9.0,0.31,0.0,0.0
-1.0,1.0,3.0,2.0,1.0,6.0,1.0,0.0,8.0,1.0,20.45,10.23,2140.43,2.0,0.07,44.0,0.1,118.91,209.22,0.5,1.0,2.0,6.0,0.18,0.0,19.0,25.0,13.0,14.0,11.0,0.0,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,7.0,1.0,18.28,7.5,1027.99,1.0,0.05,36.0,0.13,57.11,137.06,1.0,0.0,0.0,3.0,0.07,0.0,15.0,21.0,7.0,7.0,14.0,12.5,7.0,,,1.0,0.0,1.0,0.14,0.0,0.0
-1.0,1.0,5.0,3.0,1.0,9.0,1.0,0.0,5.0,0.0,17.03,4.0,272.46,2.0,0.02,19.0,0.25,15.14,68.11,0.33,0.0,0.0,8.0,0.38,0.0,8.0,11.0,6.0,6.0,8.0,0.0,5.0,,,0.0,0.0,3.0,0.6,0.0,0.0
-1.0,75.0,1.0,1.0,1.0,4.0,1.0,0.0,3.0,2.0,33.3,2.0,133.22,3.0,0.02,18.0,0.5,7.4,66.61,1.0,0.0,0.0,5.0,0.0,4.0,9.0,9.0,9.0,4.0,624.0,93.02,7.0,,,36.0,0.0,1.0,0.14,0.0,0.0
-1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,16.0,0.0,17.75,22.79,9216.43,1.0,0.13,97.0,0.04,512.02,404.48,1.0,0.0,0.0,3.0,0.05,0.0,29.0,68.0,7.0,11.0,21.0,0.0,16.0,,,0.0,0.0,1.0,0.06,0.0,0.0
