l,n_0,n_1,n_10,n_11,n_12,n_13,n_14,n_15,n_16,n_17,n_18,n_19,n_2,n_20,n_21,n_22,n_23,n_24,n_25,n_26,n_27,n_28,n_29,n_3,n_30,n_31,n_32,n_33,n_34,n_35,n_36,n_37,n_38,n_4,n_5,n_6,n_7,n_8,n_9
-1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,8.15,3.5,99.85,0.0,0.01,9.0,0.29,5.55,28.53,1.0,0.0,0.0,2.0,0.2,0.0,2.0,7.0,2.0,7.0,5.0,0.0,2.0,,,0.0,0.0,1.0,0.5,0.0,0.0
-1.0,1.0,9.0,1.0,0.2,18.0,5.0,1.0,11.0,2.0,9.46,15.3,2213.6,0.0,0.05,38.0,0.07,122.98,144.68,1.0,0.0,0.0,15.0,0.38,0.0,17.0,21.0,5.0,9.0,13.0,0.0,11.0,,,0.0,0.0,5.0,0.45,0.0,0.0
-1.0,7.0,1.0,1.0,1.0,5.0,1.0,0.0,6.0,0.0,24.59,4.05,405.89,2.0,0.03,27.0,0.25,22.55,99.91,1.0,0.0,0.0,6.0,0.05,0.0,13.0,14.0,8.0,5.0,22.0,53.85,6.0,,,7.0,0.0,1.0,0.17,0.0,0.0
-1.0,15.0,3.0,2.0,1.0,7.0,1.0,0.0,31.0,0.0,36.01,29.66,31674.07,1.0,0.36,205.0,0.03,1759.67,1067.94,0.5,1.0,2.0,7.0,0.03,6.0,87.0,118.0,22.0,15.0,62.0,31.11,37.0,,,8.0,4.0,2.0,0.05,2.0,2.0
-1.0,1.0,6.0,4.0,1.0,15.0,1.0,0.0,35.0,3.0,26.83,23.21,14452.4,3.0,0.21,117.0,0.04,802.91,622.67,0.25,0.0,0.0,13.0,0.11,0.0,42.0,75.0,19.0,21.0,38.0,2.78,35.0,,,1.0,0.0,4.0,0.11,0.0,0.0
-1.0,3.0,3.0,1.0,0.5,6.0,1.0,0.0,8.0,2.0,9.64,9.6,888.11,0.0,0.03,25.0,0.1,49.34,92.51,0.5,1.0,2.0,6.0,0.14,0.0,12.0,13.0,5.0,8.0,14.0,0.0,8.0,,,0.0,4.0,2.0,0.25,2.0,2.0
-1.0,10.0,4.0,3.0,1.0,10.0,1.0,0.0,18.0,0.0,22.82,13.13,3931.7,4.0,0.1,63.0,0.08,218.43,299.56,0.33,0.0,0.0,9.0,0.09,1.0,21.0,42.0,12.0,15.0,33.0,14.29,19.0,,,2.0,0.0,3.0,0.16,0.0,0.0
-1.0,10.0,5.0,3.0,1.0,13.0,1.0,0.0,34.0,0.0,76.14,13.84,14581.44,5.0,0.35,193.0,0.07,810.08,1053.67,0.33,2.0,4.0,12.0,0.06,4.0,66.0,127.0,31.0,13.0,50.0,10.53,38.0,,,0.0,8.0,3.0,0.08,4.0,2.0
-1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,7.0,1.0,18.28,7.5,1027.99,1.0,0.05,36.0,0.13,57.11,137.06,1.0,0.0,0.0,3.0,0.07,0.0,15.0,21.0,7.0,7.0,14.0,12.5,7.0,,,1.0,0.0,1.0,0.14,0.0,0.0
-1.0,34.0,15.0,4.0,0.5,27.0,1.0,0.0,32.0,0.0,40.58,25.19,25740.38,5.0,0.34,184.0,0.04,1430.02,1022.04,0.13,7.0,10.0,21.0,0.06,9.0,68.0,116.0,27.0,20.0,138.0,65.59,41.0,,,52.0,20.0,8.0,0.2,6.0,3.33
-1.0,0.0,3.0,1.0,0.5,5.0,1.0,0.0,4.0,1.0,3.4,22.5,1719.1,0.0,0.03,23.0,0.04,95.51,76.4,0.5,1.0,2.0,5.0,0.33,0.0,5.0,18.0,1.0,9.0,6.0,0.0,4.0,,,0.0,4.0,2.0,0.5,2.0,2.0
-1.0,4.0,41.0,20.0,0.95,123.0,11.0,0.5,71.0,1.0,65.4,42.25,116749.16,23.0,0.92,430.0,0.02,6486.06,2763.29,0.52,0.0,0.0,104.0,0.25,4.0,195.0,235.0,60.0,26.0,83.0,8.97,75.0,,,3.0,0.0,21.0,0.28,0.0,0.0
-1.0,5.0,3.0,2.0,1.0,11.0,1.0,0.0,14.0,0.0,34.0,8.25,2314.44,4.0,0.09,59.0,0.12,128.58,280.54,0.5,1.0,2.0,11.0,0.07,4.0,24.0,35.0,16.0,11.0,27.0,30.0,18.0,,,2.0,4.0,2.0,0.11,2.0,2.0
-1.0,2.0,7.0,2.0,0.5,13.0,1.0,0.0,9.0,1.0,15.82,14.3,3234.35,2.0,0.08,50.0,0.07,179.69,226.18,0.25,0.0,0.0,11.0,0.31,0.0,22.0,28.0,10.0,13.0,13.0,0.0,9.0,,,0.0,0.0,4.0,0.44,0.0,0.0
-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,2.0,10.42,45.0,21097.27,0.0,0.16,167.0,0.02,1172.07,468.83,1.0,0.0,0.0,2.0,0.05,0.0,36.0,131.0,2.0,5.0,22.0,0.0,19.0,,,0.0,0.0,1.0,0.05,0.0,0.0
-1.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.13,0.0,0.0,1.0,0.0,1.0,8.0,0.0,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0
-1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,6.55,28.0,5138.91,0.0,0.06,71.0,0.04,285.49,183.53,1.0,0.0,0.0,2.0,0.03,0.0,28.0,43.0,2.0,4.0,30.0,28.57,15.0,,,6.0,0.0,1.0,0.07,0.0,0.0
-1.0,4.0,8.0,1.0,0.14,15.0,1.0,0.0,10.0,3.0,11.6,31.21,11297.51,0.0,0.12,77.0,0.03,627.64,361.93,0.14,0.0,0.0,10.0,0.3,7.0,23.0,54.0,7.0,19.0,23.0,41.18,17.0,,,0.0,0.0,7.0,0.41,0.0,0.0
-1.0,0.0,3.0,2.0,1.0,6.0,1.0,0.0,4.0,1.0,9.51,3.0,85.59,1.0,0.01,9.0,0.33,4.75,28.53,0.5,0.0,0.0,6.0,0.4,0.0,3.0,6.0,3.0,6.0,5.0,0.0,4.0,,,0.0,0.0,2.0,0.5,0.0,0.0
-1.0,1.0,11.0,4.0,0.67,18.0,5.0,0.8,9.0,1.0,12.07,14.08,2393.0,2.0,0.06,40.0,0.07,132.94,169.92,0.83,5.0,8.0,14.0,0.46,1.0,13.0,27.0,6.0,13.0,13.0,10.0,10.0,,,0.0,16.0,6.0,0.6,6.0,2.67
-1.0,16.0,15.0,2.0,0.25,36.0,4.0,0.43,63.0,1.0,25.26,51.45,66858.35,3.0,0.43,241.0,0.02,3714.35,1299.55,0.5,7.0,14.0,30.0,0.07,2.0,85.0,156.0,19.0,23.0,119.0,37.62,65.0,,,36.0,28.0,8.0,0.12,14.0,2.0
-1.0,12.0,3.0,2.0,1.0,14.0,1.0,0.0,19.0,1.0,35.49,9.58,3256.84,8.0,0.11,68.0,0.1,180.94,340.0,0.5,1.0,2.0,14.0,0.05,0.0,28.0,40.0,19.0,13.0,39.0,24.0,19.0,,,6.0,4.0,2.0,0.11,2.0,2.0
-1.0,1.0,3.0,2.0,1.0,7.0,1.0,0.0,8.0,2.0,14.86,9.6,1369.94,1.0,0.05,32.0,0.1,76.11,142.7,0.5,0.0,0.0,7.0,0.2,0.0,16.0,16.0,10.0,12.0,10.0,0.0,8.0,,,0.0,0.0,2.0,0.25,0.0,0.0
-1.0,1.0,3.0,2.0,1.0,5.0,1.0,0.0,4.0,0.0,14.8,8.56,1083.64,1.0,0.04,28.0,0.12,60.2,126.66,0.5,1.0,2.0,5.0,0.25,0.0,11.0,17.0,9.0,14.0,8.0,0.0,4.0,,,0.0,4.0,2.0,0.5,2.0,2.0
-1.0,3.0,7.0,3.0,0.75,12.0,4.0,1.0,10.0,5.0,21.0,15.0,4723.94,2.0,0.1,67.0,0.07,262.44,314.93,1.0,3.0,5.0,10.0,0.18,2.0,30.0,37.0,13.0,13.0,22.0,33.33,12.0,,,3.0,10.0,4.0,0.33,4.0,2.5
-1.0,10.0,5.0,1.0,0.33,19.0,1.0,0.0,19.0,0.0,37.98,10.17,3931.9,6.0,0.13,78.0,0.1,218.44,386.43,0.33,2.0,4.0,18.0,0.06,1.0,37.0,41.0,20.0,11.0,52.0,52.5,20.0,,,20.0,8.0,3.0,0.15,4.0,2.0
-1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,0.0,11.23,2.0,44.92,1.0,0.01,8.0,0.5,2.5,22.46,1.0,0.0,0.0,3.0,0.11,0.0,3.0,5.0,3.0,4.0,9.0,0.0,4.0,,,0.0,0.0,1.0,0.25,0.0,0.0
-1.0,1.0,5.0,2.0,0.67,11.0,1.0,0.0,6.0,0.0,17.34,8.25,1180.25,2.0,0.05,35.0,0.12,65.57,143.06,0.33,0.0,0.0,10.0,0.23,0.0,9.0,26.0,6.0,11.0,13.0,0.0,6.0,,,0.0,0.0,3.0,0.5,0.0,0.0
-1.0,30.0,7.0,2.0,0.5,15.0,1.0,0.0,14.0,0.0,18.36,15.27,4283.4,1.0,0.09,62.0,0.07,237.97,280.46,0.25,3.0,6.0,13.0,0.05,4.0,28.0,34.0,11.0,12.0,75.0,62.16,18.0,,,19.0,12.0,4.0,0.22,6.0,2.0
-1.0,11.0,9.0,3.0,0.6,20.0,4.0,0.75,24.0,0.0,20.13,28.77,16657.75,1.0,0.19,118.0,0.03,925.43,579.01,0.8,4.0,7.0,17.0,0.11,2.0,44.0,74.0,13.0,17.0,45.0,25.0,26.0,,,6.0,14.0,5.0,0.19,6.0,2.33
-1.0,2.0,15.0,8.0,1.0,35.0,1.0,0.0,26.0,2.0,25.59,23.5,14132.38,6.0,0.2,113.0,0.04,785.13,601.38,0.13,0.0,0.0,29.0,0.18,0.0,47.0,66.0,20.0,20.0,45.0,3.7,26.0,,,1.0,0.0,8.0,0.31,0.0,0.0
-1.0,1.0,11.0,1.0,0.17,19.0,5.0,0.8,10.0,3.0,9.15,19.2,3374.61,0.0,0.06,43.0,0.05,187.48,175.76,0.83,0.0,0.0,15.0,0.46,0.0,16.0,27.0,5.0,12.0,13.0,0.0,10.0,,,0.0,0.0,6.0,0.6,0.0,0.0
-1.0,9.0,1.0,1.0,1.0,5.0,1.0,0.0,8.0,0.0,36.53,4.36,695.61,4.0,0.05,39.0,0.23,38.65,159.41,1.0,0.0,0.0,6.0,0.04,0.0,16.0,23.0,11.0,6.0,23.0,33.33,8.0,,,4.0,0.0,1.0,0.13,0.0,0.0
-1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,16.74,7.0,820.45,1.0,0.04,30.0,0.14,45.58,117.21,1.0,0.0,0.0,4.0,0.2,0.0,7.0,23.0,5.0,10.0,5.0,0.0,2.0,,,0.0,0.0,1.0,0.5,0.0,0.0
-1.0,15.0,3.0,2.0,1.0,8.0,1.0,0.0,8.0,0.0,21.15,4.5,428.33,4.0,0.03,25.0,0.22,23.8,95.18,0.5,1.0,2.0,8.0,0.07,1.0,9.0,16.0,7.0,7.0,28.0,27.27,9.0,,,2.0,4.0,2.0,0.22,2.0,2.0
-1.0,1.0,7.0,1.0,0.25,14.0,1.0,0.0,25.0,1.0,32.68,28.0,25622.15,0.0,0.31,177.0,0.04,1423.45,915.08,0.25,0.0,0.0,12.0,0.14,0.0,56.0,121.0,18.0,18.0,28.0,0.0,25.0,,,0.0,0.0,4.0,0.16,0.0,0.0
-1.0,2.0,3.0,1.0,0.5,6.0,1.0,0.0,6.0,0.0,9.34,6.67,415.13,0.0,0.02,18.0,0.15,23.06,62.27,0.5,1.0,2.0,6.0,0.14,1.0,5.0,13.0,3.0,8.0,14.0,40.0,7.0,,,3.0,4.0,2.0,0.29,2.0,2.0
-1.0,1.0,9.0,4.0,0.8,21.0,1.0,0.0,15.0,0.0,30.32,11.33,3894.84,3.0,0.11,67.0,0.09,216.38,343.66,0.2,0.0,0.0,18.0,0.29,0.0,34.0,33.0,21.0,14.0,17.0,0.0,15.0,,,0.0,0.0,5.0,0.33,0.0,0.0
-1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,10.0,0.0,17.14,5.83,583.33,1.0,0.03,25.0,0.17,32.4,100.0,1.0,0.0,0.0,3.0,0.08,0.0,7.0,18.0,6.0,10.0,13.0,0.0,10.0,,,0.0,0.0,1.0,0.1,0.0,0.0
-1.0,1.0,7.0,2.0,0.5,13.0,3.0,0.67,8.0,1.0,13.09,15.56,3166.49,1.0,0.07,45.0,0.06,175.92,203.56,0.75,0.0,0.0,11.0,0.36,0.0,20.0,25.0,9.0,14.0,11.0,0.0,8.0,,,0.0,0.0,4.0,0.5,0.0,0.0
-1.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0,12.0,1.0,23.98,8.0,1534.53,1.0,0.06,46.0,0.13,85.25,191.82,1.0,0.0,0.0,3.0,0.05,0.0,16.0,30.0,9.0,9.0,19.0,0.0,12.0,,,0.0,0.0,1.0,0.08,0.0,0.0
-1.0,0.0,5.0,1.0,0.33,7.0,3.0,1.0,5.0,1.0,13.11,4.8,301.96,0.0,0.02,17.0,0.21,16.78,62.91,1.0,0.0,0.0,6.0,0.5,0.0,6.0,11.0,5.0,8.0,6.0,0.0,5.0,,,0.0,0.0,3.0,0.6,0.0,0.0
-1.0,3.0,9.0,3.0,0.6,21.0,3.0,0.5,23.0,0.0,24.91,18.53,8553.83,3.0,0.15,90.0,0.05,475.21,461.64,0.6,4.0,7.0,18.0,0.14,4.0,35.0,55.0,17.0,18.0,36.0,20.69,27.0,,,2.0,14.0,5.0,0.19,6.0,2.33
-1.0,3.0,9.0,2.0,0.4,11.0,5.0,1.0,11.0,1.0,18.96,10.11,1938.86,1.0,0.06,43.0,0.1,107.71,191.76,1.0,4.0,7.0,8.0,0.31,0.0,14.0,29.0,9.0,13.0,16.0,0.0,11.0,,,0.0,10.0,5.0,0.45,2.0,5.0
-1.0,9.0,7.0,3.0,0.75,13.0,3.0,0.67,16.0,0.0,23.57,16.39,6334.65,2.0,0.13,78.0,0.06,351.92,386.43,0.75,3.0,5.0,11.0,0.13,0.0,27.0,51.0,14.0,17.0,30.0,15.79,16.0,,,3.0,10.0,4.0,0.25,4.0,2.5
-1.0,5.0,7.0,3.0,0.75,17.0,3.0,0.67,20.0,1.0,18.34,19.5,6972.75,3.0,0.12,77.0,0.05,387.38,357.58,0.75,3.0,5.0,15.0,0.15,0.0,26.0,51.0,10.0,15.0,27.0,0.0,20.0,,,0.0,10.0,4.0,0.2,4.0,2.5
-1.0,9.0,11.0,3.0,0.5,27.0,3.0,0.4,37.0,0.0,32.64,23.38,17851.06,5.0,0.25,139.0,0.04,991.73,763.37,0.5,5.0,9.0,23.0,0.11,0.0,64.0,75.0,26.0,19.0,53.0,11.9,37.0,,,5.0,18.0,6.0,0.16,8.0,2.25
-1.0,22.0,13.0,5.0,0.71,30.0,1.0,0.0,18.0,0.0,32.65,14.37,6740.64,4.0,0.16,93.0,0.07,374.48,469.13,0.14,6.0,12.0,25.0,0.1,8.0,39.0,54.0,19.0,14.0,72.0,63.27,26.0,,,23.0,24.0,7.0,0.27,12.0,2.0
-1.0,5.0,3.0,1.0,0.5,6.0,1.0,0.0,16.0,1.0,24.76,11.0,2995.56,1.0,0.09,62.0,0.09,166.42,272.32,0.5,1.0,2.0,6.0,0.08,0.0,20.0,42.0,10.0,11.0,25.0,11.11,16.0,,,2.0,4.0,2.0,0.13,2.0,2.0
-1.0,1.0,19.0,9.0,0.9,46.0,1.0,0.0,21.0,0.0,26.8,22.8,13929.48,5.0,0.2,137.0,0.04,773.86,610.94,0.1,0.0,0.0,38.0,0.36,0.0,38.0,99.0,10.0,12.0,28.0,0.0,21.0,,,0.0,0.0,10.0,0.48,0.0,0.0
-1.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,0.0,39.41,17.0,11388.28,0.0,0.22,155.0,0.06,632.68,669.9,1.0,0.0,0.0,2.0,0.03,4.0,51.0,104.0,12.0,8.0,34.0,34.78,19.0,,,4.0,0.0,1.0,0.05,0.0,0.0
-1.0,2.0,5.0,2.0,0.67,9.0,1.0,0.0,8.0,1.0,11.16,14.08,2213.52,1.0,0.05,37.0,0.07,122.97,157.17,0.33,0.0,0.0,8.0,0.27,0.0,13.0,24.0,6.0,13.0,11.0,0.0,8.0,,,0.0,0.0,3.0,0.38,0.0,0.0
-1.0,5.0,5.0,1.0,0.33,13.0,1.0,0.0,18.0,4.0,30.0,45.18,61231.14,3.0,0.45,279.0,0.02,3401.73,1355.38,0.33,2.0,4.0,12.0,0.1,2.0,128.0,151.0,17.0,12.0,31.0,14.29,20.0,,,1.0,8.0,3.0,0.15,4.0,2.0
-1.0,13.0,13.0,3.0,0.43,27.0,1.0,0.0,27.0,0.0,23.94,40.18,38646.97,1.0,0.32,198.0,0.02,2147.05,961.88,0.14,6.0,12.0,22.0,0.13,4.0,75.0,123.0,14.0,15.0,54.0,30.77,31.0,,,8.0,24.0,7.0,0.23,12.0,2.0
-1.0,11.0,5.0,2.0,0.67,18.0,1.0,0.0,24.0,0.0,22.15,19.96,8828.3,2.0,0.15,93.0,0.05,490.46,442.2,0.33,0.0,0.0,17.0,0.05,4.0,43.0,50.0,14.0,13.0,63.0,52.0,28.0,,,22.0,0.0,3.0,0.11,0.0,0.0
-1.0,3.0,15.0,5.0,0.63,31.0,3.0,0.29,17.0,2.0,20.6,30.38,19007.4,4.0,0.21,123.0,0.03,1055.97,625.76,0.38,0.0,0.0,25.0,0.36,0.0,54.0,69.0,16.0,18.0,22.0,0.0,17.0,,,0.0,0.0,8.0,0.47,0.0,0.0
-1.0,25.0,29.0,3.0,0.2,64.0,8.0,0.5,63.0,0.0,33.22,65.26,141466.74,3.0,0.72,402.0,0.02,7859.26,2167.71,0.53,14.0,25.0,51.0,0.15,2.0,158.0,244.0,23.0,19.0,103.0,17.11,65.0,,,11.0,50.0,15.0,0.23,22.0,2.27
-1.0,14.0,11.0,3.0,0.5,28.0,1.0,0.0,37.0,0.0,17.57,64.29,72605.36,1.0,0.38,222.0,0.02,4033.63,1129.42,0.17,5.0,10.0,24.0,0.08,4.0,90.0,132.0,14.0,20.0,73.0,35.09,41.0,,,16.0,20.0,6.0,0.15,10.0,2.0
-1.0,2.0,3.0,2.0,1.0,7.0,1.0,0.0,9.0,3.0,16.35,6.75,744.94,1.0,0.04,27.0,0.15,41.39,110.36,0.5,0.0,0.0,7.0,0.17,0.0,12.0,15.0,8.0,9.0,12.0,0.0,9.0,,,0.0,0.0,2.0,0.22,0.0,0.0
-1.0,6.0,1.0,1.0,1.0,6.0,1.0,0.0,14.0,2.0,25.09,9.82,2418.71,3.0,0.08,57.0,0.1,134.37,246.35,1.0,0.0,0.0,7.0,0.04,0.0,24.0,33.0,11.0,9.0,23.0,0.0,14.0,,,0.0,0.0,1.0,0.07,0.0,0.0
-1.0,0.0,3.0,2.0,1.0,7.0,1.0,0.0,9.0,0.0,11.16,10.5,1230.67,1.0,0.04,30.0,0.1,68.37,117.21,0.5,1.0,2.0,7.0,0.18,0.0,14.0,16.0,6.0,9.0,11.0,0.0,9.0,,,0.0,4.0,2.0,0.22,2.0,2.0
-1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,10.63,3.75,149.49,1.0,0.01,12.0,0.27,8.3,39.86,1.0,0.0,0.0,3.0,0.02,0.0,5.0,7.0,4.0,6.0,55.0,92.0,4.0,,,46.0,0.0,1.0,0.25,0.0,0.0
-1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,15.86,3.5,194.27,1.0,0.02,15.0,0.29,10.79,55.51,1.0,0.0,0.0,3.0,0.11,1.0,6.0,9.0,6.0,7.0,9.0,20.0,5.0,,,0.0,0.0,1.0,0.2,0.0,0.0
-1.0,0.0,5.0,2.0,0.67,10.0,1.0,0.0,6.0,0.0,14.06,8.67,1055.91,1.0,0.04,32.0,0.12,58.66,121.84,0.33,0.0,0.0,9.0,0.3,1.0,13.0,19.0,6.0,8.0,10.0,25.0,7.0,,,1.0,0.0,3.0,0.43,0.0,0.0
-1.0,2.0,143.0,71.0,0.99,221.0,70.0,0.97,57.0,0.0,94.78,31.27,92697.93,8.0,0.99,482.0,0.03,5149.89,2964.18,0.97,0.0,0.0,151.0,1.18,0.0,215.0,267.0,55.0,16.0,61.0,0.0,57.0,,,0.0,0.0,72.0,1.26,0.0,0.0
-1.0,16.0,33.0,12.0,0.57,72.0,1.0,0.0,84.0,2.0,22.65,104.25,246186.04,4.0,0.79,430.0,0.01,13677.0,2361.5,0.05,0.0,0.0,53.0,0.16,16.0,139.0,291.0,18.0,27.0,129.0,24.32,100.0,,,11.0,0.0,21.0,0.21,0.0,0.0
-1.0,11.0,3.0,1.0,0.5,8.0,1.0,0.0,16.0,0.0,38.22,12.32,5796.41,3.0,0.16,95.0,0.08,322.02,470.65,0.5,1.0,2.0,8.0,0.05,6.0,39.0,56.0,19.0,12.0,38.0,36.0,22.0,,,3.0,4.0,2.0,0.09,2.0,2.0
-1.0,4.0,11.0,2.0,0.33,21.0,1.0,0.0,36.0,2.0,24.08,19.59,9246.17,1.0,0.16,92.0,0.05,513.67,471.89,0.17,5.0,10.0,17.0,0.14,0.0,33.0,59.0,16.0,19.0,43.0,0.0,36.0,,,0.0,20.0,6.0,0.17,10.0,2.0
-1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,13.96,6.0,502.57,2.0,0.03,22.0,0.17,27.92,83.76,1.0,0.0,0.0,4.0,0.11,3.0,9.0,13.0,6.0,8.0,9.0,60.0,5.0,,,0.0,0.0,1.0,0.2,0.0,0.0
-1.0,2.0,12.0,2.0,0.29,24.0,7.0,1.0,21.0,0.0,20.89,24.94,12991.07,1.0,0.17,100.0,0.04,721.73,520.95,1.0,0.0,0.0,19.0,0.25,0.0,38.0,62.0,16.0,21.0,28.0,16.0,21.0,,,4.0,0.0,7.0,0.33,0.0,0.0
-1.0,21.0,11.0,2.0,0.33,30.0,1.0,0.0,51.0,1.0,43.73,22.81,22757.22,3.0,0.33,175.0,0.04,1264.29,997.58,0.17,5.0,10.0,26.0,0.05,0.0,73.0,102.0,32.0,20.0,132.0,53.21,51.0,,,58.0,20.0,6.0,0.12,10.0,2.0
-1.0,2.0,5.0,2.0,0.67,11.0,1.0,0.0,6.0,0.0,18.13,7.5,1020.0,2.0,0.05,34.0,0.13,56.67,136.0,0.33,2.0,4.0,10.0,0.21,0.0,9.0,25.0,6.0,10.0,14.0,0.0,6.0,,,0.0,8.0,3.0,0.5,4.0,2.0
-1.0,8.0,5.0,1.0,0.33,7.0,1.0,0.0,5.0,0.0,12.26,11.0,1483.75,0.0,0.04,33.0,0.09,82.43,134.89,0.33,3.0,4.0,6.0,0.13,1.0,12.0,21.0,6.0,11.0,24.0,64.29,6.0,,,8.0,8.0,3.0,0.5,2.0,4.0
-1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,7.0,1.0,17.94,6.75,817.52,1.0,0.04,31.0,0.15,45.42,121.11,1.0,0.0,0.0,3.0,0.09,0.0,9.0,22.0,6.0,9.0,11.0,0.0,7.0,,,0.0,0.0,1.0,0.14,0.0,0.0
-1.0,18.0,7.0,2.0,0.5,12.0,3.0,0.67,19.0,2.0,26.4,21.18,11839.59,1.0,0.19,109.0,0.05,657.76,559.09,0.75,3.0,5.0,10.0,0.06,4.0,40.0,69.0,17.0,18.0,69.0,62.0,23.0,,,27.0,10.0,4.0,0.17,4.0,2.5
-1.0,35.0,14.0,13.0,1.0,28.0,1.0,0.0,43.0,1.0,42.11,17.41,12765.08,12.0,0.24,128.0,0.06,709.17,733.17,0.08,0.0,0.0,17.0,0.16,1.0,39.0,89.0,28.0,25.0,83.0,8.51,44.0,,,3.0,0.0,13.0,0.3,0.0,0.0
-1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0,10.3,4.0,164.84,1.0,0.01,13.0,0.25,9.16,41.21,1.0,0.0,0.0,3.0,0.14,0.0,4.0,9.0,3.0,6.0,7.0,0.0,4.0,,,0.0,0.0,1.0,0.25,0.0,0.0
-1.0,1.0,3.0,1.0,0.5,6.0,1.0,0.0,5.0,1.0,7.62,8.0,487.55,0.0,0.02,17.0,0.13,27.09,60.94,0.5,1.0,2.0,6.0,0.25,0.0,8.0,9.0,4.0,8.0,8.0,0.0,5.0,,,0.0,4.0,2.0,0.4,2.0,2.0
-1.0,1.0,7.0,3.0,0.75,16.0,1.0,0.0,10.0,0.0,21.62,13.0,3654.41,3.0,0.09,64.0,0.08,203.02,281.11,0.25,0.0,0.0,14.0,0.24,0.0,16.0,48.0,8.0,13.0,17.0,0.0,10.0,,,0.0,0.0,4.0,0.4,0.0,0.0
-1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.0,6.0,0.0,19.41,7.22,1012.42,2.0,0.05,33.0,0.14,56.25,140.18,1.0,0.0,0.0,5.0,0.11,0.0,13.0,20.0,9.0,10.0,9.0,0.0,6.0,,,0.0,0.0,1.0,0.17,0.0,0.0
-1.0,1.0,3.0,1.0,0.5,5.0,1.0,0.0,3.0,0.0,14.4,7.5,810.0,0.0,0.04,27.0,0.13,45.0,108.0,0.5,0.0,0.0,5.0,0.33,0.0,9.0,18.0,6.0,10.0,6.0,0.0,3.0,,,0.0,0.0,2.0,0.67,0.0,0.0
-1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,0.0,15.4,11.0,1863.6,0.0,0.06,51.0,0.09,103.53,169.42,1.0,0.0,0.0,2.0,0.08,0.0,22.0,29.0,5.0,5.0,13.0,0.0,9.0,,,0.0,0.0,1.0,0.11,0.0,0.0
-1.0,10.0,27.0,1.0,0.07,35.0,14.0,1.0,24.0,0.0,23.61,26.38,16434.72,0.0,0.21,131.0,0.04,913.04,622.89,1.0,13.0,17.0,23.0,0.25,4.0,49.0,82.0,13.0,14.0,56.0,31.43,28.0,,,7.0,34.0,14.0,0.5,8.0,4.25
-1.0,17.0,6.0,5.0,1.0,16.0,1.0,0.0,25.0,1.0,26.68,22.5,13507.21,1.0,0.2,118.0,0.04,750.4,600.32,0.2,0.0,0.0,13.0,0.1,0.0,40.0,78.0,16.0,18.0,48.0,13.79,25.0,,,4.0,0.0,5.0,0.2,0.0,0.0
-1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,8.72,4.0,139.48,1.0,0.01,11.0,0.25,7.75,34.87,1.0,0.0,0.0,3.0,0.1,0.0,4.0,7.0,3.0,6.0,10.0,40.0,3.0,,,2.0,0.0,1.0,0.33,0.0,0.0
-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,3.0,20.31,16.12,5279.85,0.0,0.11,86.0,0.06,293.32,327.43,1.0,0.0,0.0,2.0,0.08,0.0,43.0,43.0,8.0,6.0,13.0,0.0,8.0,,,0.0,0.0,1.0,0.13,0.0,0.0
-1.0,6.0,3.0,1.0,0.5,6.0,1.0,0.0,9.0,1.0,14.18,10.0,1417.77,0.0,0.05,34.0,0.1,78.77,141.78,0.5,1.0,2.0,6.0,0.1,0.0,10.0,24.0,6.0,12.0,20.0,25.0,9.0,,,3.0,4.0,2.0,0.22,2.0,2.0
-1.0,27.0,9.0,1.0,0.2,17.0,1.0,0.0,15.0,0.0,19.42,18.42,6585.38,0.0,0.12,77.0,0.05,365.85,357.58,0.2,4.0,8.0,14.0,0.08,7.0,34.0,43.0,12.0,13.0,59.0,51.61,22.0,,,9.0,16.0,5.0,0.23,8.0,2.0
